code,name,action,target_weight,factor_set,regime_weight
605358,立昂微,BUY,0.66,mb_v3_combo(V8+Trend+Breakout),0.0
600552,凯盛科技,BUY,0.66,mb_v3_combo(V8+Trend+Breakout),0.0
002636,金安国纪,HOLD,0.62,mb_v3_combo(V8+Trend+Breakout),0.0
002827,高争民爆,HOLD,0.62,mb_v3_combo(V8+Trend+Breakout),0.0
002246,北化股份,BUY,0.62,mb_v3_combo(V8+Trend+Breakout),0.0
600929,雪天盐业,HOLD,0.62,mb_v3_combo(V8+Trend+Breakout),0.0
001309,德明利,HOLD,0.31,mb_v3_combo(V8+Trend+Breakout),0.0
600206,有研新材,HOLD,0.31,mb_v3_combo(V8+Trend+Breakout),0.0
600353,旭光电子,HOLD,0.31,mb_v3_combo(V8+Trend+Breakout),0.0
000636,风华高科,HOLD,0.31,mb_v3_combo(V8+Trend+Breakout),0.0
002815,崇达技术,BUY,0.31,mb_v3_combo(V8+Trend+Breakout),0.0
002913,奥士康,HOLD,0.31,mb_v3_combo(V8+Trend+Breakout),0.0
603328,依顿电子,BUY,0.31,mb_v3_combo(V8+Trend+Breakout),0.0
002436,兴森科技,BUY,0.31,mb_v3_combo(V8+Trend+Breakout),0.0
600601,方正科技,HOLD,0.31,mb_v3_combo(V8+Trend+Breakout),0.0
603920,世运电路,BUY,0.31,mb_v3_combo(V8+Trend+Breakout),0.0
600330,天通股份,HOLD,0.31,mb_v3_combo(V8+Trend+Breakout),0.0
600640,国脉文化,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002212,天融信,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002025,航天电器,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600508,上海能源,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601298,青岛港,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000930,中粮科技,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603983,丸美生物,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601155,新城控股,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600325,华发股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600667,太极实业,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002534,西子洁能,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002518,科士达,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603997,继峰股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002779,中坚科技,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002536,飞龙股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000829,天音控股,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600710,苏美达,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603613,国联股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603596,伯特利,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002597,金禾实业,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
001389,广合科技,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603297,永新光学,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603533,掌阅科技,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601609,金田股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002100,天康生物,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002003,伟星股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601665,齐鲁银行,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600562,国睿科技,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000690,宝新能源,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603663,三祥新材,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600746,江苏索普,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603301,振德医疗,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002961,瑞达期货,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601890,亚星锚链,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000921,海信家电,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600435,北方导航,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601038,一拖股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000833,粤桂股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600864,哈投股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600908,无锡银行,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600177,雅戈尔,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002985,北摩高科,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601107,四川成渝,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000928,中钢国际,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603766,隆鑫通用,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000550,江铃汽车,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600399,抚顺特钢,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000712,锦龙股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601577,长沙银行,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002157,正邦科技,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603565,中谷物流,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601333,广深铁路,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600377,宁沪高速,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002545,东方铁塔,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000058,深 赛 格,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002045,国光电器,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002312,川发龙蟒,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000703,恒逸石化,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600901,江苏金租,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002537,海联金汇,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600428,中远海特,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603599,广信股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000012,南  玻Ａ,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600038,中直股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600871,石化油服,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
003035,南网能源,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002690,美亚光电,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601866,中远海发,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000603,盛达资源,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002407,多氟多,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002683,广东宏大,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000685,中山公用,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
001267,汇绿生态,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600033,福建高速,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002170,芭田股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603077,和邦生物,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603099,长白山,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603899,晨光股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600133,东湖高新,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601162,天风证券,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002926,华西证券,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000709,河钢股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600928,西安银行,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002239,奥特佳,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000029,深深房Ａ,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600248,陕建股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603915,国茂股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002484,江海股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600956,新天绿能,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000155,川能动力,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002120,韵达股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600704,物产中大,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600787,中储股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000009,中国宝安,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
001337,四川黄金,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600988,赤峰黄金,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600663,陆家嘴,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603156,养元饮品,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603039,泛微网络,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
605599,菜百股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002364,中恒电气,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002125,湘潭电化,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600737,中粮糖业,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601118,海南橡胶,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002408,齐翔腾达,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002215,诺 普 信,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600664,哈药股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002901,大博医疗,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002073,软控股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603358,华达科技,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000887,中鼎股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603395,红四方,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002081,金 螳 螂,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600629,华建集团,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000065,北方国际,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601083,锦江航运,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601022,宁波远洋,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
603118,共进股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002017,东信和平,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600403,大有能源,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601666,平煤股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600985,淮北矿业,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601918,新集能源,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600546,山煤国际,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000983,山西焦煤,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
000937,冀中能源,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600395,盘江股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600740,山西焦化,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
601069,西部黄金,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002716,湖南白银,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
002192,融捷股份,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
600888,新疆众和,SELL,0.0,mb_v3_combo(V8+Trend+Breakout),0.0
